ticker,date,open,high,low,close,volume
GOOGL,10/1/20 13:30,1483.16,1484.71,1480.98,1484.36,3418
GOOGL,10/1/20 13:31,1484.36,1485.16,1481.15,1482.115,2151
GOOGL,10/1/20 13:32,1477.46,1477.46,1477.46,1477.46,5
GOOGL,10/1/20 13:33,1479.47,1481.895,1478.77,1481.895,1151
GOOGL,10/1/20 13:34,1482.38,1486.145,1482.38,1486.145,105
GOOGL,10/1/20 13:35,1486.4,1486.75,1485.02,1485.74,649
GOOGL,10/1/20 13:36,1485.06,1485.71,1483.855,1485.71,528
GOOGL,10/1/20 13:37,1485.88,1486.2,1484.615,1485.045,466
GOOGL,10/1/20 13:38,1485.86,1488.33,1484.87,1487.13,1161
GOOGL,10/1/20 13:39,1485.19,1485.38,1483.68,1484.025,333
GOOGL,10/1/20 13:40,1484.8,1485.88,1483.67,1485.88,421
GOOGL,10/1/20 13:41,1487.14,1488.145,1487.085,1487.085,511
GOOGL,10/1/20 13:42,1487.29,1487.29,1485.26,1485.36,304
GOOGL,10/1/20 13:43,1485.06,1485.44,1483.12,1483.74,1343
GOOGL,10/1/20 13:44,1483.92,1484.11,1482.31,1482.31,341
GOOGL,10/1/20 13:45,1482.19,1484.045,1480.58,1480.58,426
GOOGL,10/1/20 13:46,1480.685,1480.685,1479,1479,153
GOOGL,10/1/20 13:47,1479.24,1479.43,1478.365,1478.7,120
GOOGL,10/1/20 13:48,1479.18,1480.39,1479.04,1479.14,452
GOOGL,10/1/20 13:49,1479.03,1480.355,1478.18,1480.355,115
GOOGL,10/1/20 13:50,1480.18,1480.86,1479.21,1479.21,399
GOOGL,10/1/20 13:51,1479.16,1482.1,1478.56,1481.94,910
GOOGL,10/1/20 13:52,1481.98,1481.98,1481.05,1481.55,302
GOOGL,10/1/20 13:53,1480.93,1481.19,1478.885,1479.51,497
GOOGL,10/1/20 13:54,1479.37,1479.45,1477.17,1478.135,545
GOOGL,10/1/20 13:55,1477.88,1479.325,1477.88,1478.73,368
GOOGL,10/1/20 13:56,1479.01,1480.24,1478.74,1480.04,152
GOOGL,10/1/20 13:57,1479.52,1481.45,1479.38,1480.995,131
GOOGL,10/1/20 13:58,1480.36,1481.58,1480.16,1481.19,755
GOOGL,10/1/20 13:59,1479.96,1481.11,1479.96,1480.53,107
GOOGL,10/1/20 14:00,1480.32,1480.59,1478,1478,259
GOOGL,10/1/20 14:01,1479.61,1479.61,1479.04,1479.04,203
GOOGL,10/1/20 14:02,1480.29,1482.55,1480.29,1482.43,118
GOOGL,10/1/20 14:03,1483.35,1483.35,1482.965,1482.965,10
GOOGL,10/1/20 14:04,1482.87,1482.87,1482.37,1482.43,153
GOOGL,10/1/20 14:05,1481.74,1481.74,1479.415,1480.81,401
GOOGL,10/1/20 14:06,1480.97,1480.97,1479.99,1479.99,101
GOOGL,10/1/20 14:07,1480.75,1480.75,1480.75,1480.75,68
GOOGL,10/1/20 14:08,1480.38,1480.38,1479.51,1480.05,311
GOOGL,10/1/20 14:09,1481.01,1481.01,1481.01,1481.01,204
GOOGL,10/1/20 14:10,1481.59,1481.77,1481.52,1481.52,24
GOOGL,10/1/20 14:11,1481.41,1481.41,1481.39,1481.39,101
GOOGL,10/1/20 14:12,1477.99,1477.99,1477.99,1477.99,1
GOOGL,10/1/20 14:13,1479.16,1479.16,1479.16,1479.16,16
GOOGL,10/1/20 14:14,1478.55,1480.605,1478.55,1480.595,219
GOOGL,10/1/20 14:15,1480.86,1480.91,1480.515,1480.86,3
GOOGL,10/1/20 14:16,1479.77,1480.135,1478.66,1479.68,80
GOOGL,10/1/20 14:17,1480.3,1482.695,1480.16,1481.9,802
GOOGL,10/1/20 14:18,1482.26,1482.26,1482.04,1482.04,35
