ticker,date,open,high,low,close,volume
AMZN,10/1/20 13:30,3207.99,3213,3195.6,3197,4666
AMZN,10/1/20 13:31,3195.54,3200.305,3192.16,3197.825,2108
AMZN,10/1/20 13:32,3194.25,3196.84,3191.645,3193.85,1724
AMZN,10/1/20 13:33,3194.16,3200.55,3194.095,3196.395,3146
AMZN,10/1/20 13:34,3195.8,3205.91,3195.655,3204.29,2337
AMZN,10/1/20 13:35,3203.51,3204.255,3199.745,3202.655,673
AMZN,10/1/20 13:36,3201.77,3205.375,3201.42,3204.535,808
AMZN,10/1/20 13:37,3203.6,3203.6,3193.505,3194.17,529
AMZN,10/1/20 13:38,3195.35,3199,3193.72,3197.435,444
AMZN,10/1/20 13:39,3196.46,3200.37,3194.465,3200.165,807
AMZN,10/1/20 13:40,3201.185,3201.185,3192.5,3198.185,427
AMZN,10/1/20 13:41,3200.73,3203.86,3199.795,3199.795,264
AMZN,10/1/20 13:42,3201.53,3204.97,3200.985,3202.995,547
AMZN,10/1/20 13:43,3202.505,3202.84,3197.715,3199.135,574
AMZN,10/1/20 13:44,3198.085,3198.085,3193.31,3195.11,899
AMZN,10/1/20 13:45,3196.235,3198.335,3190.85,3190.85,479
AMZN,10/1/20 13:46,3189.03,3190.8,3186.59,3186.995,560
AMZN,10/1/20 13:47,3186.98,3194.14,3186.98,3192.48,521
AMZN,10/1/20 13:48,3194.26,3194.29,3190.21,3193.96,132
AMZN,10/1/20 13:49,3194.5,3194.5,3186.52,3191.82,476
AMZN,10/1/20 13:50,3191.195,3194.48,3189.46,3190.29,136
AMZN,10/1/20 13:51,3189.95,3194.85,3189.58,3194.225,103
AMZN,10/1/20 13:52,3192.1,3192.755,3189.705,3192.755,581
AMZN,10/1/20 13:53,3189.42,3190.25,3188.52,3189.07,250
AMZN,10/1/20 13:54,3188.83,3190.09,3184.89,3186.75,416
AMZN,10/1/20 13:55,3187.12,3193.83,3186.915,3191.89,1171
AMZN,10/1/20 13:56,3192.87,3193.76,3191.125,3192.015,51
AMZN,10/1/20 13:57,3191.05,3194.12,3191.05,3194.12,283
AMZN,10/1/20 13:58,3195.83,3196.175,3190.88,3192.045,718
AMZN,10/1/20 13:59,3188.07,3192.38,3186.93,3190.27,480
AMZN,10/1/20 14:00,3188.01,3191.88,3186.74,3187.37,488
AMZN,10/1/20 14:01,3187,3189.78,3186.2,3188.23,526
AMZN,10/1/20 14:02,3189.95,3195.18,3189.36,3194.59,382
AMZN,10/1/20 14:03,3195.12,3195.99,3193.545,3194.035,329
AMZN,10/1/20 14:04,3194.86,3194.86,3189.5,3189.98,74
AMZN,10/1/20 14:05,3189.56,3189.885,3185.44,3187.95,1073
AMZN,10/1/20 14:06,3186.42,3187.5,3183.09,3184.63,739
AMZN,10/1/20 14:07,3186.25,3187.39,3183.85,3183.855,551
AMZN,10/1/20 14:08,3183.4,3183.4,3178.51,3179.53,1068
AMZN,10/1/20 14:09,3180.5,3180.5,3177.05,3178.01,361
AMZN,10/1/20 14:10,3178.34,3182.68,3178.34,3181.815,700
AMZN,10/1/20 14:11,3182.14,3182.905,3175.945,3176.155,857
AMZN,10/1/20 14:12,3176.58,3177.7,3173.51,3174.955,1208
AMZN,10/1/20 14:13,3176.85,3181.62,3174.795,3178.5,673
AMZN,10/1/20 14:14,3179.13,3181.8,3178.92,3179.07,676
AMZN,10/1/20 14:15,3179.04,3179.98,3177.47,3177.64,717
AMZN,10/1/20 14:16,3177.5,3179.645,3176.46,3176.665,609
AMZN,10/1/20 14:17,3177.2,3181.415,3175.51,3179.695,1401
AMZN,10/1/20 14:18,3178.49,3182.88,3178.07,3182.33,336
AMZN,10/1/20 14:19,3179.51,3182.99,3178.65,3181.18,236
AMZN,10/1/20 14:20,3180.995,3187.605,3180.95,3186.945,184
AMZN,10/1/20 14:21,3186.165,3188.49,3185.35,3187.59,822
AMZN,10/1/20 14:22,3186.01,3186.955,3184.87,3185.435,165
AMZN,10/1/20 14:23,3186.06,3186.125,3185.375,3186.12,100
AMZN,10/1/20 14:24,3186.94,3187.065,3184.51,3184.51,15
AMZN,10/1/20 14:25,3181.09,3182.36,3176.98,3179.88,1297
AMZN,10/1/20 14:26,3179.51,3180.36,3172.17,3174.8,1189
AMZN,10/1/20 14:27,3173.495,3176.91,3173.495,3175.075,688
AMZN,10/1/20 14:28,3175.46,3176.06,3173.53,3175.42,431
AMZN,10/1/20 14:29,3177.4,3179.92,3175.63,3179.86,706
AMZN,10/1/20 14:30,3177.52,3182.28,3177.06,3181.98,605
AMZN,10/1/20 14:31,3182.41,3186.69,3181.955,3185.74,343
AMZN,10/1/20 14:32,3185.27,3186.57,3185.03,3185.33,492
AMZN,10/1/20 14:33,3186.44,3186.44,3186.44,3186.44,10
AMZN,10/1/20 14:34,3186.75,3188.41,3186.52,3188.005,1050
AMZN,10/1/20 14:35,3186.66,3186.905,3185.1,3185.97,86
AMZN,10/1/20 14:36,3185.03,3187.31,3184.99,3187.1,261
AMZN,10/1/20 14:37,3188.01,3189.05,3187.61,3189.05,312
AMZN,10/1/20 14:38,3191.59,3191.905,3188.945,3189.545,559
AMZN,10/1/20 14:39,3189.88,3195.485,3189.88,3195.485,189
AMZN,10/1/20 14:40,3195.7,3197.22,3192.58,3193.125,1000
AMZN,10/1/20 14:41,3192.615,3192.615,3190.22,3191.46,344
AMZN,10/1/20 14:42,3191.42,3193.99,3191.16,3191.53,483
AMZN,10/1/20 14:43,3192.32,3193.53,3190.075,3192.2,239
AMZN,10/1/20 14:44,3192.55,3193.105,3190.56,3190.61,325
AMZN,10/1/20 14:45,3189.88,3191.045,3189.67,3191.045,218
AMZN,10/1/20 14:46,3191.01,3192.715,3190.44,3192.205,218
AMZN,10/1/20 14:47,3192.25,3192.425,3187.445,3188.13,152
AMZN,10/1/20 14:48,3187.91,3188.685,3184.74,3188.685,108
AMZN,10/1/20 14:49,3189.96,3189.97,3188.95,3189.36,120
AMZN,10/1/20 14:50,3187.64,3187.75,3186.155,3187.195,121
AMZN,10/1/20 14:51,3186.94,3190.86,3186.94,3189.66,241
AMZN,10/1/20 14:52,3189.59,3192.19,3189.59,3191.945,56
AMZN,10/1/20 14:53,3191.91,3193.325,3191.555,3193.325,478
AMZN,10/1/20 14:54,3193.78,3194.29,3191.395,3191.395,274
AMZN,10/1/20 14:55,3193.22,3193.34,3192.37,3192.37,406
AMZN,10/1/20 14:56,3188.98,3190.52,3188.98,3190.48,101
